pressure,mass_flux,equivalent_diameter,hydraulic_diameter,channel_length,exp_critical_heat_flux
-0.6580143327647054,0.2507521541126049,-0.6097943559485827,-0.5200902156016167,-0.9838190869691028,0.5231002011473411
0.28822450365748026,-0.9226858756439648,-0.6097943559485827,-0.09598790071644413,1.5601337388943548,-1.0317143265879853
-0.6672459311688244,0.6976050230244992,0.1782062999431353,-0.29036812837214815,-0.12433971723004097,0.12185774237693398
-1.4611633939230484,1.8345041452695063,0.10243700610739322,-0.31245679060575093,-0.25962813654081923,0.3726342791084382
-0.6672459311688244,1.5260199261145124,0.4812834752861037,-0.2020134794377372,1.2895569002727985,-0.17907410170087093
0.9252047935416833,-0.45606605676679896,-0.7461790848529184,-0.5598498076221017,-0.8657733093351885,-0.8310930972027818
0.9252047935416833,1.4122102141932524,-0.5946404971814342,-0.5156724831548962,-0.44133905267392337,0.3224789717621375
-0.6672459311688244,-0.5944347065236992,4.224286590771763,0.8891664349022381,1.3200631124703268,-0.7809377898564811
0.9252047935416833,-0.7322043577968034,-0.2915633218384658,-0.42731783422048525,-0.6641670374210875,-0.32954002373977337
1.3221635249187955,-0.4806249946024393,-1.1704871303330742,-0.6835463161302769,-0.34716770197720515,-0.8812484045490827
-0.6672459311688244,0.7868557971101188,0.10243700610739322,-0.31245679060575093,-0.2171847108746927,0.5732555084936417
0.9252047935416833,-1.174864237322125,-0.2915633218384658,-0.42731783422048525,-0.6641670374210875,-0.32954002373977337
0.1289794311864296,2.6635180468433157,0.10243700610739322,-0.31245679060575093,-0.25962813654081923,1.175119196649252
0.9252047935416833,-0.45606605676679896,-0.2764094630713174,-0.42290010177376464,-0.48643519244418276,-0.6806271751638794
-0.6672459311688244,1.4283831732557473,0.10243700610739322,-0.31245679060575093,-0.2171847108746927,1.0748085819566502
0.5282460621645715,0.18546131937882945,-1.1704871303330742,-0.6835463161302769,-1.0687059383013557,0.7738767378788454
-0.6672459311688244,-0.6106076655861941,4.224286590771763,0.8891664349022381,1.3200631124703268,-0.6806271751638794
-0.6672459311688244,-0.3829882417436742,-0.17033245170127845,0.21767110300071485,2.367885183602825,-1.132024941280587
-0.6672459311688244,1.4691150701538824,2.1179002221381333,0.275101624808082,1.3452638964595895,-0.7307824825101803
-0.6672459311688244,-0.8298411106555684,0.46612961651895507,1.1012175923448242,2.367885183602825,-0.48000594577867606
0.9252047935416833,0.6083542489388796,-1.1704871303330742,-0.6835463161302769,-0.34716770197720515,-0.07876348700826914
1.3221635249187955,0.46579260979540654,-0.6097943559485827,-0.09598790071644413,1.5601337388943548,-0.6806271751638794
-0.6233958387492595,0.6958080275731109,0.1782062999431353,-0.29036812837214815,1.0203064187033084,-0.530161253124977
0.9252047935416833,-0.5213568915005744,0.22366787624458043,-0.2771149310319866,-0.6641670374210875,-0.37969533108607423
0.9252047935416833,0.47837157795512475,-0.7461790848529184,-0.5598498076221017,-0.8485306676583245,-0.6806271751638794
-0.6972486259822107,-0.049945084753039805,-0.7613329436200669,-0.5642675400688222,-0.966576445292239,2.077914728882667
-0.3487557862267228,-0.11643391645440745,-0.01879386402979425,-0.34779865017951533,1.1648793373785518,-0.7809377898564811
0.9252047935416833,-0.7483773168592982,-0.2915633218384658,-0.42731783422048525,-0.6641670374210875,0.3224789717621375
0.9252047935416833,-0.9346658453198868,0.22366787624458043,-0.2771149310319866,-0.6641670374210875,0.12185774237693398
0.9252047935416833,-0.5614897899149134,-0.7461790848529184,-0.5598498076221017,-0.8485306676583245,0.17201304972323508
0.9252047935416833,-0.5537028096255641,-0.2915633218384658,-0.42731783422048525,-0.6641670374210875,-0.37969533108607423
-0.023341942481532044,-0.3668152826811793,0.46612961651895507,1.1012175923448242,1.0879506283586975,-0.17907410170087093
-0.6672459311688244,1.477501048927028,4.224286590771763,0.8891664349022381,1.3200631124703268,-0.530161253124977
0.5282460621645715,-0.18831373450994005,-1.1704871303330742,-0.6835463161302769,-1.0687059383013557,0.07170243503063331
-2.2112307642577083,-0.8412220818476944,0.8146683681633689,4.53379570344669,-1.2570486396947922,1.175119196649252
-0.6672459311688244,-0.09067698165117494,2.1179002221381333,0.275101624808082,1.3452638964595895,-0.8310930972027818
0.9252047935416833,0.29927103130008936,-0.01879386402979425,-0.34779865017951533,1.1648793373785518,-0.37969533108607423
-0.634935336754408,0.6934120336379265,0.1782062999431353,-0.29036812837214815,-0.12433971723004097,-0.32954002373977337
-0.023341942481532044,-0.3668152826811793,0.46612961651895507,1.1012175923448242,1.0879506283586975,-0.17907410170087093
0.9252047935416833,-1.2970599280165303,-0.2915633218384658,-0.42731783422048525,-0.6641670374210875,-0.17907410170087093
0.9252047935416833,-0.10505294526228146,-0.6097943559485827,-0.09598790071644413,1.5601337388943548,-1.0818696339342861
0.9252047935416833,-0.9274778635143336,-0.7007175085514732,-0.17992481720413447,1.5601337388943548,-1.2824908633194896
0.9252047935416833,-1.1832502160952705,-0.2915633218384658,-0.42731783422048525,-0.6641670374210875,-1.0317143265879853
1.7214301558969372,-0.4884119748917886,-1.1704871303330742,-0.6835463161302769,-0.34716770197720515,-0.8812484045490827
0.9252047935416833,-0.9316708529009063,-0.6097943559485827,-0.09598790071644413,1.5601337388943548,-0.7307824825101803
0.28822450365748026,-0.13919585883865945,0.28428331131317414,-0.25944400124510436,0.7510559371338182,-0.5803165604712776
-0.6672459311688244,-0.8298411106555684,0.46612961651895507,1.1012175923448242,1.0879506283586975,-0.12891879435457002
-0.6095484411430813,-1.1221523707480676,0.1782062999431353,-0.29036812837214815,-0.6973259637227489,0.07170243503063331
-0.6764775295729433,-1.2784909750188511,1.905746199398055,3.48679311357392,1.0879506283586975,-0.6806271751638794
0.9252047935416833,-0.1110429301002425,-0.6097943559485827,-0.09598790071644413,1.5601337388943548,-0.9314037118953836
0.9252047935416833,-0.4315071189311587,-0.2764094630713174,-0.42290010177376464,-0.48643519244418276,-0.7809377898564811
-0.6603222323657351,-0.8298411106555684,0.46612961651895507,1.1012175923448242,2.3254417579366984,-0.32954002373977337
-0.6741696299719133,0.7137779820869941,0.1782062999431353,-0.29036812837214815,-0.6973259637227489,0.6735661231862435
-0.6672459311688244,-0.9274778635143336,2.1179002221381333,0.275101624808082,1.3452638964595895,-0.5803165604712776
0.9252047935416833,-0.8520040545560243,-0.7461790848529184,-0.5598498076221017,-0.8657733093351885,-0.48000594577867606
-0.6672459311688244,-0.5944347065236992,2.1179002221381333,0.275101624808082,-0.46123440845492014,0.47294489380104
0.9252047935416833,-0.8951319453893439,-0.2915633218384658,-0.42731783422048525,-0.6641670374210875,-0.32954002373977337
2.1183888872740497,-0.6106076655861941,-1.1704871303330742,-0.6835463161302769,-1.0687059383013557,-0.37969533108607423
-0.6764775295729433,-0.3829882417436742,-0.17033245170127845,0.21767110300071485,2.367885183602825,-0.12891879435457002
-0.6672459311688244,0.6976050230244992,0.28428331131317414,-0.25944400124510436,1.0203064187033084,-0.7307824825101803
-0.6672459311688244,-0.11523591948681525,2.1179002221381333,0.275101624808082,1.3452638964595895,-0.7809377898564811
-0.6672459311688244,-0.7322043577968034,-0.24610174553702055,-0.4140646368803236,-0.46123440845492014,0.5732555084936417
-1.3573079118767108,0.7377379214388382,0.1782062999431353,-0.29036812837214815,-0.6973259637227489,0.6735661231862435
