pressure,mass_flux,exit_concentration,equivalent_diameter,hydraulic_diameter,channel_length
-0.6580143327647054,0.2507521541126049,0.8480801498112025,-0.6097943559485827,-0.5200902156016167,-0.9838190869691028
0.28822450365748026,-0.9226858756439648,0.9781594545289574,-0.6097943559485827,-0.09598790071644413,1.5601337388943548
-0.6672459311688244,0.6976050230244992,-0.029955157033643355,0.1782062999431353,-0.29036812837214815,-0.12433971723004097
-1.4611633939230484,1.8345041452695063,-0.00886121572806148,0.10243700610739322,-0.31245679060575093,-0.25962813654081923
-0.6672459311688244,1.5260199261145124,-0.16355011863566193,0.4812834752861037,-0.2020134794377372,1.2895569002727985
0.9252047935416833,-0.45606605676679896,0.982554025634287,-0.7461790848529184,-0.5598498076221017,-0.8657733093351885
0.9252047935416833,1.4122102141932524,-0.37888410279681034,-0.5946404971814342,-0.5156724831548962,-0.44133905267392337
-0.6672459311688244,-0.5944347065236992,0.8498379782533343,4.224286590771763,0.8891664349022381,1.3200631124703268
0.9252047935416833,-0.7322043577968034,-0.4298611276186332,-0.2915633218384658,-0.42731783422048525,-0.6641670374210875
1.3221635249187955,-0.4806249946024393,-0.5740030598734427,-1.1704871303330742,-0.6835463161302769,-0.34716770197720515
-0.6672459311688244,0.7868557971101188,-0.4281032991765014,0.10243700610739322,-0.31245679060575093,-0.2171847108746927
0.9252047935416833,-1.174864237322125,-1.3325060326533247,-0.2915633218384658,-0.42731783422048525,-0.6641670374210875
0.1289794311864296,2.6635180468433157,-0.7823057302660638,0.10243700610739322,-0.31245679060575093,-0.25962813654081923
0.9252047935416833,-0.45606605676679896,0.10803437567370477,-0.2764094630713174,-0.42290010177376464,-0.48643519244418276
-0.6672459311688244,1.4283831732557473,-0.5195103781673562,0.10243700610739322,-0.31245679060575093,-0.2171847108746927
0.5282460621645715,0.18546131937882945,-0.44743941203995147,-1.1704871303330742,-0.6835463161302769,-1.0687059383013557
-0.6672459311688244,-0.6106076655861941,0.3268840167191169,4.224286590771763,0.8891664349022381,1.3200631124703268
-0.6672459311688244,-0.3829882417436742,1.5116603867159657,-0.17033245170127845,0.21767110300071485,2.367885183602825
-0.6672459311688244,1.4691150701538824,0.2961220189818099,2.1179002221381333,0.275101624808082,1.3452638964595895
-0.6672459311688244,-0.8298411106555684,0.8937836893066299,0.46612961651895507,1.1012175923448242,2.367885183602825
0.9252047935416833,0.6083542489388796,-0.6891408228330772,-1.1704871303330742,-0.6835463161302769,-0.34716770197720515
1.3221635249187955,0.46579260979540654,0.03508449532523412,-0.6097943559485827,-0.09598790071644413,1.5601337388943548
-0.6233958387492595,0.6958080275731109,0.2407504230546575,0.1782062999431353,-0.29036812837214815,1.0203064187033084
0.9252047935416833,-0.5213568915005744,-0.8877754367939732,0.22366787624458043,-0.2771149310319866,-0.6641670374210875
